NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-06-29;Dona;Menors de 15;No;5;126;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-29;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-29;Home;Entre 15 i 64;No;81;1282;4;0;53;16;0
CATALUNYA;CATALUNYA;2020-06-29;Home;Entre 15 i 64;Si;0;15;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-29;Home;Entre 65 i 74;No;7;416;3;0;43;13;0
CATALUNYA;CATALUNYA;2020-06-29;Home;Entre 65 i 74;Si;0;6;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-29;Home;Majors de 74;No;6;460;9;0;25;3;0
CATALUNYA;CATALUNYA;2020-06-29;Home;Majors de 74;Si;0;63;2;0;10;0;1
CATALUNYA;CATALUNYA;2020-06-29;Home;Menors de 15;No;6;152;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-29;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-28;Altres;N/A;--;1;2;0;0;11;6;0
CATALUNYA;CATALUNYA;2020-06-28;Dona;Entre 15 i 64;No;27;464;4;0;43;8;0
CATALUNYA;CATALUNYA;2020-06-28;Dona;Entre 15 i 64;Si;0;4;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-28;Dona;Entre 65 i 74;No;2;104;1;0;16;1;0
CATALUNYA;CATALUNYA;2020-06-28;Dona;Entre 65 i 74;Si;0;3;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-28;Dona;Majors de 74;No;3;215;4;0;31;0;0
CATALUNYA;CATALUNYA;2020-06-28;Dona;Majors de 74;Si;0;61;1;0;35;0;1
CATALUNYA;CATALUNYA;2020-06-28;Dona;Menors de 15;No;1;60;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-28;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-28;Home;Entre 15 i 64;No;21;378;5;0;55;16;0
CATALUNYA;CATALUNYA;2020-06-28;Home;Entre 15 i 64;Si;0;8;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-28;Home;Entre 65 i 74;No;1;105;1;0;48;14;0
CATALUNYA;CATALUNYA;2020-06-28;Home;Entre 65 i 74;Si;0;6;1;0;5;0;0
CATALUNYA;CATALUNYA;2020-06-28;Home;Majors de 74;No;1;149;0;0;26;4;0
CATALUNYA;CATALUNYA;2020-06-28;Home;Majors de 74;Si;0;35;0;0;10;0;0
CATALUNYA;CATALUNYA;2020-06-28;Home;Menors de 15;No;5;76;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-28;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-27;Altres;N/A;--;0;26;0;0;11;6;0
CATALUNYA;CATALUNYA;2020-06-27;Dona;Entre 15 i 64;No;26;858;7;2;35;8;0
CATALUNYA;CATALUNYA;2020-06-27;Dona;Entre 15 i 64;Si;0;8;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-27;Dona;Entre 65 i 74;No;2;149;2;0;17;2;0
CATALUNYA;CATALUNYA;2020-06-27;Dona;Entre 65 i 74;Si;0;4;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-27;Dona;Majors de 74;No;0;254;1;0;24;0;0
CATALUNYA;CATALUNYA;2020-06-27;Dona;Majors de 74;Si;2;79;3;0;33;0;0
CATALUNYA;CATALUNYA;2020-06-27;Dona;Menors de 15;No;0;68;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-27;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-27;Home;Entre 15 i 64;No;25;627;5;0;50;16;0
CATALUNYA;CATALUNYA;2020-06-27;Home;Entre 15 i 64;Si;0;22;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-27;Home;Entre 65 i 74;No;2;197;11;0;44;14;1
CATALUNYA;CATALUNYA;2020-06-27;Home;Entre 65 i 74;Si;0;4;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-06-27;Home;Majors de 74;No;3;241;2;1;26;5;0
CATALUNYA;CATALUNYA;2020-06-27;Home;Majors de 74;Si;0;45;1;0;12;0;1
CATALUNYA;CATALUNYA;2020-06-27;Home;Menors de 15;No;1;97;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-27;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-26;Altres;N/A;--;4;64;0;0;11;6;0
CATALUNYA;CATALUNYA;2020-06-26;Dona;Entre 15 i 64;No;75;2695;7;0;34;8;0
CATALUNYA;CATALUNYA;2020-06-26;Dona;Entre 15 i 64;Si;0;24;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-26;Dona;Entre 65 i 74;No;4;562;0;0;11;1;0
CATALUNYA;CATALUNYA;2020-06-26;Dona;Entre 65 i 74;Si;0;29;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-26;Dona;Majors de 74;No;2;652;4;0;21;0;0
CATALUNYA;CATALUNYA;2020-06-26;Dona;Majors de 74;Si;7;286;4;0;32;0;2
CATALUNYA;CATALUNYA;2020-06-26;Dona;Menors de 15;No;8;217;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-26;Dona;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-26;Home;Entre 15 i 64;No;60;1990;7;1;54;17;2
CATALUNYA;CATALUNYA;2020-06-26;Home;Entre 15 i 64;Si;2;34;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-26;Home;Entre 65 i 74;No;7;521;3;2;43;14;0
CATALUNYA;CATALUNYA;2020-06-26;Home;Entre 65 i 74;Si;0;19;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-06-26;Home;Majors de 74;No;2;550;4;1;20;3;0
CATALUNYA;CATALUNYA;2020-06-26;Home;Majors de 74;Si;2;95;0;0;12;0;0
CATALUNYA;CATALUNYA;2020-06-26;Home;Menors de 15;No;6;299;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-26;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-25;Altres;N/A;--;2;54;0;1;11;6;0
CATALUNYA;CATALUNYA;2020-06-25;Dona;Entre 15 i 64;No;59;1320;5;1;30;9;1
CATALUNYA;CATALUNYA;2020-06-25;Dona;Entre 15 i 64;Si;0;9;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-25;Dona;Entre 65 i 74;No;4;262;0;0;11;2;1
CATALUNYA;CATALUNYA;2020-06-25;Dona;Entre 65 i 74;Si;0;16;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-25;Dona;Majors de 74;No;4;413;4;0;21;0;0
CATALUNYA;CATALUNYA;2020-06-25;Dona;Majors de 74;Si;2;148;2;0;32;0;1
CATALUNYA;CATALUNYA;2020-06-25;Dona;Menors de 15;No;9;125;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-25;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-25;Home;Entre 15 i 64;No;51;1021;3;0;56;17;0
CATALUNYA;CATALUNYA;2020-06-25;Home;Entre 15 i 64;Si;0;11;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-25;Home;Entre 65 i 74;No;5;312;7;0;44;12;0
CATALUNYA;CATALUNYA;2020-06-25;Home;Entre 65 i 74;Si;0;10;1;0;6;0;0
CATALUNYA;CATALUNYA;2020-06-25;Home;Majors de 74;No;4;369;2;1;23;3;0
CATALUNYA;CATALUNYA;2020-06-25;Home;Majors de 74;Si;1;52;0;0;13;0;1
CATALUNYA;CATALUNYA;2020-06-25;Home;Menors de 15;No;4;143;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-25;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-24;Altres;N/A;--;0;7;0;0;13;6;0
CATALUNYA;CATALUNYA;2020-06-24;Dona;Entre 15 i 64;No;28;557;1;0;28;9;0
CATALUNYA;CATALUNYA;2020-06-24;Dona;Entre 15 i 64;Si;0;5;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-24;Dona;Entre 65 i 74;No;1;116;0;0;16;3;0
CATALUNYA;CATALUNYA;2020-06-24;Dona;Entre 65 i 74;Si;0;3;0;0;5;1;0
CATALUNYA;CATALUNYA;2020-06-24;Dona;Majors de 74;No;0;252;3;0;24;0;0
CATALUNYA;CATALUNYA;2020-06-24;Dona;Majors de 74;Si;0;58;1;0;34;0;1
CATALUNYA;CATALUNYA;2020-06-24;Dona;Menors de 15;No;0;57;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-06-24;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-24;Home;Entre 15 i 64;No;14;445;5;0;57;17;0
CATALUNYA;CATALUNYA;2020-06-24;Home;Entre 15 i 64;Si;0;8;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-24;Home;Entre 65 i 74;No;0;182;1;2;43;11;0
CATALUNYA;CATALUNYA;2020-06-24;Home;Entre 65 i 74;Si;0;7;2;0;3;0;0
CATALUNYA;CATALUNYA;2020-06-24;Home;Majors de 74;No;1;235;5;0;24;2;0
CATALUNYA;CATALUNYA;2020-06-24;Home;Majors de 74;Si;2;28;1;0;12;0;0
CATALUNYA;CATALUNYA;2020-06-24;Home;Menors de 15;No;2;77;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-06-24;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-23;Altres;N/A;--;8;65;2;0;12;6;0
CATALUNYA;CATALUNYA;2020-06-23;Dona;Entre 15 i 64;No;40;2151;3;2;31;9;1
CATALUNYA;CATALUNYA;2020-06-23;Dona;Entre 15 i 64;Si;1;14;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-23;Dona;Entre 65 i 74;No;2;451;1;2;15;3;0
CATALUNYA;CATALUNYA;2020-06-23;Dona;Entre 65 i 74;Si;2;26;2;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-23;Dona;Majors de 74;No;5;564;6;0;22;0;0
CATALUNYA;CATALUNYA;2020-06-23;Dona;Majors de 74;Si;5;277;3;0;33;0;1
CATALUNYA;CATALUNYA;2020-06-23;Dona;Menors de 15;No;3;188;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-23;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-23;Home;Entre 15 i 64;No;46;1827;7;0;56;19;0
CATALUNYA;CATALUNYA;2020-06-23;Home;Entre 15 i 64;Si;0;31;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-06-23;Home;Entre 65 i 74;No;3;444;7;0;41;11;0
CATALUNYA;CATALUNYA;2020-06-23;Home;Entre 65 i 74;Si;0;20;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-23;Home;Majors de 74;No;3;520;2;0;24;2;0
CATALUNYA;CATALUNYA;2020-06-23;Home;Majors de 74;Si;1;77;0;0;13;0;1
CATALUNYA;CATALUNYA;2020-06-23;Home;Menors de 15;No;2;266;1;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-23;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-22;Altres;N/A;--;1;42;9;0;15;6;0
CATALUNYA;CATALUNYA;2020-06-22;Dona;Entre 15 i 64;No;35;1347;10;0;36;8;0
CATALUNYA;CATALUNYA;2020-06-22;Dona;Entre 15 i 64;Si;0;13;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-22;Dona;Entre 65 i 74;No;2;300;2;1;12;0;1
CATALUNYA;CATALUNYA;2020-06-22;Dona;Entre 65 i 74;Si;0;13;0;0;5;1;0
CATALUNYA;CATALUNYA;2020-06-22;Dona;Majors de 74;No;5;397;2;0;27;0;1
CATALUNYA;CATALUNYA;2020-06-22;Dona;Majors de 74;Si;1;183;4;0;32;0;1
CATALUNYA;CATALUNYA;2020-06-22;Dona;Menors de 15;No;3;106;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-22;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-22;Home;Entre 15 i 64;No;43;1092;12;1;60;22;0
CATALUNYA;CATALUNYA;2020-06-22;Home;Entre 15 i 64;Si;0;19;0;0;5;0;0
CATALUNYA;CATALUNYA;2020-06-22;Home;Entre 65 i 74;No;2;320;3;1;41;10;0
CATALUNYA;CATALUNYA;2020-06-22;Home;Entre 65 i 74;Si;0;15;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-22;Home;Majors de 74;No;2;389;4;0;27;3;2
CATALUNYA;CATALUNYA;2020-06-22;Home;Majors de 74;Si;0;60;2;0;14;0;1
CATALUNYA;CATALUNYA;2020-06-22;Home;Menors de 15;No;2;137;0;1;4;1;0
CATALUNYA;CATALUNYA;2020-06-22;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-21;Altres;N/A;--;1;3;0;0;16;6;0
CATALUNYA;CATALUNYA;2020-06-21;Dona;Entre 15 i 64;No;15;424;4;0;28;8;0
CATALUNYA;CATALUNYA;2020-06-21;Dona;Entre 15 i 64;Si;0;5;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-21;Dona;Entre 65 i 74;No;0;68;0;0;16;0;0
CATALUNYA;CATALUNYA;2020-06-21;Dona;Entre 65 i 74;Si;0;4;0;0;5;1;0
CATALUNYA;CATALUNYA;2020-06-21;Dona;Majors de 74;No;1;171;1;0;30;0;0
CATALUNYA;CATALUNYA;2020-06-21;Dona;Majors de 74;Si;0;36;2;0;34;0;1
CATALUNYA;CATALUNYA;2020-06-21;Dona;Menors de 15;No;0;38;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-21;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-21;Home;Entre 15 i 64;No;19;381;2;0;63;23;1
CATALUNYA;CATALUNYA;2020-06-21;Home;Entre 15 i 64;Si;0;3;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-06-21;Home;Entre 65 i 74;No;1;103;2;0;46;12;1
CATALUNYA;CATALUNYA;2020-06-21;Home;Entre 65 i 74;Si;0;8;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-06-21;Home;Majors de 74;No;2;173;1;0;35;4;0
CATALUNYA;CATALUNYA;2020-06-21;Home;Majors de 74;Si;0;24;0;0;13;0;0
CATALUNYA;CATALUNYA;2020-06-21;Home;Menors de 15;No;1;48;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-21;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-20;Altres;N/A;--;1;13;1;0;16;6;0
CATALUNYA;CATALUNYA;2020-06-20;Dona;Entre 15 i 64;No;16;783;5;0;26;8;0
CATALUNYA;CATALUNYA;2020-06-20;Dona;Entre 15 i 64;Si;0;7;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-20;Dona;Entre 65 i 74;No;0;153;0;0;14;0;0
CATALUNYA;CATALUNYA;2020-06-20;Dona;Entre 65 i 74;Si;0;7;1;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-20;Dona;Majors de 74;No;1;248;4;0;26;0;1
CATALUNYA;CATALUNYA;2020-06-20;Dona;Majors de 74;Si;1;81;2;0;33;0;3
CATALUNYA;CATALUNYA;2020-06-20;Dona;Menors de 15;No;1;57;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-06-20;Dona;Menors de 15;Si;0;2;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-20;Home;Entre 15 i 64;No;20;663;1;0;63;23;1
CATALUNYA;CATALUNYA;2020-06-20;Home;Entre 15 i 64;Si;0;12;1;0;4;0;0
CATALUNYA;CATALUNYA;2020-06-20;Home;Entre 65 i 74;No;1;188;1;0;43;12;0
CATALUNYA;CATALUNYA;2020-06-20;Home;Entre 65 i 74;Si;0;10;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-06-20;Home;Majors de 74;No;0;228;1;0;37;5;1
CATALUNYA;CATALUNYA;2020-06-20;Home;Majors de 74;Si;1;42;3;0;15;0;1
CATALUNYA;CATALUNYA;2020-06-20;Home;Menors de 15;No;0;64;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-20;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-19;Altres;N/A;--;3;50;2;0;15;6;0
CATALUNYA;CATALUNYA;2020-06-19;Dona;Entre 15 i 64;No;22;2298;3;0;26;8;0
CATALUNYA;CATALUNYA;2020-06-19;Dona;Entre 15 i 64;Si;0;19;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-19;Dona;Entre 65 i 74;No;4;451;3;0;13;0;0
CATALUNYA;CATALUNYA;2020-06-19;Dona;Entre 65 i 74;Si;0;16;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-19;Dona;Majors de 74;No;2;576;0;0;23;0;0
CATALUNYA;CATALUNYA;2020-06-19;Dona;Majors de 74;Si;1;268;4;0;31;0;1
CATALUNYA;CATALUNYA;2020-06-19;Dona;Menors de 15;No;4;191;1;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-19;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-19;Home;Entre 15 i 64;No;39;1794;2;0;61;23;0
CATALUNYA;CATALUNYA;2020-06-19;Home;Entre 15 i 64;Si;2;47;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-06-19;Home;Entre 65 i 74;No;5;464;1;0;42;11;1
CATALUNYA;CATALUNYA;2020-06-19;Home;Entre 65 i 74;Si;0;16;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-06-19;Home;Majors de 74;No;3;496;4;0;35;5;2
CATALUNYA;CATALUNYA;2020-06-19;Home;Majors de 74;Si;1;83;2;0;14;0;0
CATALUNYA;CATALUNYA;2020-06-19;Home;Menors de 15;No;0;224;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-19;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-18;Altres;N/A;--;1;45;0;0;15;6;0
CATALUNYA;CATALUNYA;2020-06-18;Dona;Entre 15 i 64;No;46;1969;3;0;30;9;0
CATALUNYA;CATALUNYA;2020-06-18;Dona;Entre 15 i 64;Si;0;20;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-18;Dona;Entre 65 i 74;No;0;339;1;0;18;1;0
CATALUNYA;CATALUNYA;2020-06-18;Dona;Entre 65 i 74;Si;0;18;0;0;5;1;0
CATALUNYA;CATALUNYA;2020-06-18;Dona;Majors de 74;No;3;493;5;4;24;0;0
CATALUNYA;CATALUNYA;2020-06-18;Dona;Majors de 74;Si;7;239;2;0;39;0;1
CATALUNYA;CATALUNYA;2020-06-18;Dona;Menors de 15;No;4;154;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-18;Dona;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-18;Home;Entre 15 i 64;No;34;1412;6;1;72;24;1
CATALUNYA;CATALUNYA;2020-06-18;Home;Entre 15 i 64;Si;0;44;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-18;Home;Entre 65 i 74;No;4;349;5;2;50;14;0
CATALUNYA;CATALUNYA;2020-06-18;Home;Entre 65 i 74;Si;0;16;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-18;Home;Majors de 74;No;2;412;1;0;40;6;2
CATALUNYA;CATALUNYA;2020-06-18;Home;Majors de 74;Si;2;79;0;0;12;0;0
CATALUNYA;CATALUNYA;2020-06-18;Home;Menors de 15;No;3;203;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-18;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-17;Altres;N/A;--;0;32;0;0;15;6;0
CATALUNYA;CATALUNYA;2020-06-17;Dona;Entre 15 i 64;No;23;2013;5;0;26;9;0
CATALUNYA;CATALUNYA;2020-06-17;Dona;Entre 15 i 64;Si;0;19;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-17;Dona;Entre 65 i 74;No;1;386;0;0;17;2;0
CATALUNYA;CATALUNYA;2020-06-17;Dona;Entre 65 i 74;Si;0;22;0;0;5;1;0
CATALUNYA;CATALUNYA;2020-06-17;Dona;Majors de 74;No;0;484;10;0;27;1;1
CATALUNYA;CATALUNYA;2020-06-17;Dona;Majors de 74;Si;6;314;4;0;34;0;1
CATALUNYA;CATALUNYA;2020-06-17;Dona;Menors de 15;No;1;148;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-17;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-17;Home;Entre 15 i 64;No;26;1448;4;3;72;27;0
CATALUNYA;CATALUNYA;2020-06-17;Home;Entre 15 i 64;Si;1;32;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-17;Home;Entre 65 i 74;No;1;430;8;1;50;14;0
CATALUNYA;CATALUNYA;2020-06-17;Home;Entre 65 i 74;Si;0;25;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-17;Home;Majors de 74;No;1;472;7;1;34;6;2
CATALUNYA;CATALUNYA;2020-06-17;Home;Majors de 74;Si;4;106;0;0;13;0;0
CATALUNYA;CATALUNYA;2020-06-17;Home;Menors de 15;No;6;180;1;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-17;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-16;Altres;N/A;--;3;72;2;0;17;6;0
CATALUNYA;CATALUNYA;2020-06-16;Dona;Entre 15 i 64;No;20;2275;2;1;28;10;0
CATALUNYA;CATALUNYA;2020-06-16;Dona;Entre 15 i 64;Si;2;27;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-16;Dona;Entre 65 i 74;No;2;405;1;0;18;2;0
CATALUNYA;CATALUNYA;2020-06-16;Dona;Entre 65 i 74;Si;1;23;0;0;5;1;0
CATALUNYA;CATALUNYA;2020-06-16;Dona;Majors de 74;No;9;590;2;1;34;2;0
CATALUNYA;CATALUNYA;2020-06-16;Dona;Majors de 74;Si;5;345;4;0;39;0;1
CATALUNYA;CATALUNYA;2020-06-16;Dona;Menors de 15;No;3;183;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-16;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-16;Home;Entre 15 i 64;No;36;1832;5;1;78;26;0
CATALUNYA;CATALUNYA;2020-06-16;Home;Entre 15 i 64;Si;0;26;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-16;Home;Entre 65 i 74;No;3;477;9;0;46;16;0
CATALUNYA;CATALUNYA;2020-06-16;Home;Entre 65 i 74;Si;0;23;0;0;5;1;0
CATALUNYA;CATALUNYA;2020-06-16;Home;Majors de 74;No;3;552;5;0;39;6;1
CATALUNYA;CATALUNYA;2020-06-16;Home;Majors de 74;Si;1;137;3;0;19;0;2
CATALUNYA;CATALUNYA;2020-06-16;Home;Menors de 15;No;0;218;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-16;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-15;Altres;N/A;--;1;74;0;0;18;6;0
CATALUNYA;CATALUNYA;2020-06-15;Dona;Entre 15 i 64;No;30;1701;3;0;30;10;0
CATALUNYA;CATALUNYA;2020-06-15;Dona;Entre 15 i 64;Si;0;17;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-15;Dona;Entre 65 i 74;No;2;382;0;0;18;2;0
CATALUNYA;CATALUNYA;2020-06-15;Dona;Entre 65 i 74;Si;1;14;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-15;Dona;Majors de 74;No;4;497;4;0;36;2;3
CATALUNYA;CATALUNYA;2020-06-15;Dona;Majors de 74;Si;0;200;1;1;43;1;2
CATALUNYA;CATALUNYA;2020-06-15;Dona;Menors de 15;No;0;112;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-15;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-15;Home;Entre 15 i 64;No;40;1360;2;0;75;26;1
CATALUNYA;CATALUNYA;2020-06-15;Home;Entre 15 i 64;Si;0;16;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-15;Home;Entre 65 i 74;No;5;431;5;0;46;15;1
CATALUNYA;CATALUNYA;2020-06-15;Home;Entre 65 i 74;Si;0;17;0;0;5;1;0
CATALUNYA;CATALUNYA;2020-06-15;Home;Majors de 74;No;1;523;4;1;42;6;1
CATALUNYA;CATALUNYA;2020-06-15;Home;Majors de 74;Si;2;90;1;0;18;0;4
CATALUNYA;CATALUNYA;2020-06-15;Home;Menors de 15;No;4;159;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-15;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-14;Altres;N/A;--;0;7;0;0;18;6;0
CATALUNYA;CATALUNYA;2020-06-14;Dona;Entre 15 i 64;No;5;414;3;0;36;10;0
CATALUNYA;CATALUNYA;2020-06-14;Dona;Entre 15 i 64;Si;0;6;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-14;Dona;Entre 65 i 74;No;1;96;2;0;20;4;0
CATALUNYA;CATALUNYA;2020-06-14;Dona;Entre 65 i 74;Si;0;5;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-14;Dona;Majors de 74;No;0;165;2;0;36;2;1
CATALUNYA;CATALUNYA;2020-06-14;Dona;Majors de 74;Si;1;57;4;0;41;0;3
CATALUNYA;CATALUNYA;2020-06-14;Dona;Menors de 15;No;0;44;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-14;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-14;Home;Entre 15 i 64;No;9;337;4;0;84;28;2
CATALUNYA;CATALUNYA;2020-06-14;Home;Entre 15 i 64;Si;4;20;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-14;Home;Entre 65 i 74;No;1;101;1;0;44;16;1
CATALUNYA;CATALUNYA;2020-06-14;Home;Entre 65 i 74;Si;0;6;0;0;5;1;0
CATALUNYA;CATALUNYA;2020-06-14;Home;Majors de 74;No;1;163;3;2;50;7;1
CATALUNYA;CATALUNYA;2020-06-14;Home;Majors de 74;Si;0;23;0;0;18;0;1
CATALUNYA;CATALUNYA;2020-06-14;Home;Menors de 15;No;0;51;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-14;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-13;Altres;N/A;--;0;10;0;0;17;6;0
CATALUNYA;CATALUNYA;2020-06-13;Dona;Entre 15 i 64;No;12;896;2;0;31;10;0
CATALUNYA;CATALUNYA;2020-06-13;Dona;Entre 15 i 64;Si;0;18;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-13;Dona;Entre 65 i 74;No;3;150;1;0;20;5;0
CATALUNYA;CATALUNYA;2020-06-13;Dona;Entre 65 i 74;Si;0;6;1;0;4;1;0
